record_type,source_system,publisher,entity,title,summary,link,published_at,search_keyword,primary_hits,matched_tags,secondary_hits,language,region,title_kr,summary_kr,summary_source,collected_date,llm_keywords
news,google_rss,Bloomberg.com,"Apollo, Private Credit Industry",Apollo Caps Private Credit Fund Again After 17% Request to Exit - Bloomberg.com,Apollo Caps Private Credit Fund Again After 17% Request to Exit Bloomberg.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxOZExSLVBaOWMwUjdGcU5OYUo0MWZ5VFB0R0JWMV9JQU9hSnZRTTJhal9FX3g0Sk1wd2FqaWg2TkV3N1BvbUdfSExHVG0tVWh0UXkwajcyeGJmOXduSWtEd0tYN2lzS0J0U0NWVV9FV3lveTAxOHh1ZGpoNngwOFotdDJiVWdsV25sakdIbFp1QUEyM1k2Zk4wS1JkS2t2dXkxcHVKajRMNV9HeGVOQXppU1hMSnRvZ1dvU3NTR3kwTQ?oc=5,2026-06-22 21:33:00,private credit,"private credit, private credit fund","Captial_Others, Liquidity_Redemption","Apollo, cap",en,US,"Apollo, 17% 인출 요청 후 사모신용펀드 한도 재설정",Apollo는 17%의 인출 요청 후 사모신용펀드에 다시 한도를 설정했음.,title_only,2026-06-23,"Apollo, 인출"
news,google_rss,Reuters,"Apollo, Private Credit Industry",Apollo private credit fund limits investor withdrawals after requests surge - Reuters,Apollo private credit fund limits investor withdrawals after requests surge Reuters,https://news.google.com/rss/articles/CBMivAFBVV95cUxNdGN0bldsdzZxSnp1dklFMWFoRnFQUjdhSWNUZUU1RFg2RU5VRmVqdnMxTHlNOEVRbDV0NUxudzNuYWl3NHdxSnlmbGhvQk91d3YyV1p3czBWb3ZVS3Uyb0VwY2FRVVJTRzlFODc4dTQ3bE1lbUltQUNKRjlZUW9oX04zOHRXand4YnNPa0JqRV9CTlZFZ1lmNEpjNjhvalJ1N1VQLTZ1MmRjaGE0S082Qy0wWmxCVzVsaWJXOQ?oc=5,2026-06-22 21:23:57,private credit,"private credit, private credit fund","Captial_Others, Liquidity_Redemption","Apollo, withdrawal, withdraw",en,US,"아폴로 사모신용 펀드, 환매 요청 급증 후 투자자 인출 제한",아폴로 사모신용 펀드가 환매 요청 급증으로 투자자 인출을 제한했음.,title_only,2026-06-23,"Apollo, 환매, 인출 제한"
news,google_rss,Reuters,"Apollo, Private Credit Industry",Apollo's $26 billion private credit fund imposes 5% cap on requests to pull 17% - Reuters,Apollo's $26 billion private credit fund imposes 5% cap on requests to pull 17% Reuters,https://www.reuters.com/business/apollo-private-credit-fund-limits-investor-withdrawals-after-requests-surge-2026-06-22/,2026-06-22 21:23:00,private credit,"private credit, private credit fund","Captial_Others, Liquidity_Redemption","Apollo, cap",en,US,아폴로의 260억 달러 사모신용 펀드가 17% 환매 요청에 5% 제한을 부과함,아폴로의 260억 달러 사모신용 펀드가 17% 환매 요청에 5% 제한을 부과했음.,title_only,2026-06-24,"Apollo, 환매, Apollo Private Credit Fund"
news,google_rss,Bloomberg,Apollo,Partners-Backed Eolo in Talks With Apollo Over Private Debt - Bloomberg,Partners-Backed Eolo in Talks With Apollo Over Private Debt Bloomberg,https://news.google.com/rss/articles/CBMirwFBVV95cUxQS0NvQmtFUGNhTkRKcENyMXZlU0o1UnlaSjgzcklIY2JsajhmWFpiaE1aaUJESl9Ub2ZfT19HelJiWUxRSXl6b2lKRS1ncGI4eEdaR3RJcUtITFF6WVFBdko5eC1PU3lEOVRxTnFkeGlRTTNBNm02VEhqU2o4MEl6Qm9qVndndUNrYXFyQTdSU2VPa0FNTDJ1TnB2VXRYcW5oMTJwV3V0X2JJem5vT1c0?oc=5,2026-06-18 13:04:01,private credit,private debt,Captial_Others,Apollo,en,US,"파트너스 지원 Eolo, Apollo와 사모부채 논의 중",파트너스 지원 Eolo가 Apollo와 사모부채 거래를 논의하고 있음. 해당 사안에 정통한 관계자들에 따르면 이는 Eolo의 현금 흐름에 대한 우려가 제기된 가운데 나온 것임.,title_only,2026-06-22,"Eolo, Apollo, 사모부채"
news,google_rss,Bloomberg.com,Apollo,Partners-Backed Eolo in Talks With Apollo Over Private Debt - Bloomberg.com,Partners-Backed Eolo in Talks With Apollo Over Private Debt Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-18/partners-backed-eolo-in-talks-with-apollo-over-private-debt,2026-06-18 13:04:01,private credit,private debt,Captial_Others,Apollo,en,US,"Partners-Backed Eolo, Apollo, 사모 부채 관련 협상 중",Partners-Backed Eolo가 Apollo와 사모 부채 관련 협상을 진행 중임.,title_only,2026-06-19,"Eolo, Apollo, 사모 부채"
news,google_rss,Bloomberg,Private Credit Industry,"Australia Probes Private Credit Lenders, Warns on Valuations - Bloomberg","Australia Probes Private Credit Lenders, Warns on Valuations Bloomberg",https://news.google.com/rss/articles/CBMirwFBVV95cUxPQUczdDIwclBDcVh2dG51Nm5GMzJ3c3ZJaDhjSGRqUHgzazBMVUE3bzhoT2lSY29tWFNnWnEwS0l4WklHU1lTazJGdXlfVVppRFpmZnZxdXFuclBvRkVpY0o3V25hbUlaRUxza3ZfTkJJbHVGY1hWek5YVDRVZm8tVmlzemw4aFUyRGZUa3pjc0piN2lwcTNjMEJ2OUtJZ0FXZGFkTFA0cW1GaUpfTGc0?oc=5,2026-06-18 01:08:00,private credit,private credit,Valuation_NAV,"valuation, valuations",en,US,"호주, 사모 신용 대출 기관 조사 및 가치 평가 경고",호주 금융 당국이 사모 신용 대출 기관들을 조사하며 가치 평가에 대한 경고를 발표했음.,title_only,2026-06-22,"호주, 가치평가"
news,google_rss,Bloomberg,Private Credit Industry,Watch Oaktree Private Credit Fund Redemptions Drop Below Key 5% Limit - Bloomberg,Watch Oaktree Private Credit Fund Redemptions Drop Below Key 5% Limit Bloomberg,https://news.google.com/rss/articles/CBMisAFBVV95cUxOSDAwVU1oOGg0VjFkZGU2SERkLVJpTkJXS1J6TmliTG9ZVVVNVmRQOThVYkhHbEJISlN1ZjdTV0poZFVGLTFWZnBqakJqQmhwX3VSSU1JNWpqS1hMNXQ3WGhWNC1FM3dmNFRKSnIxSGNNM1BvM1BUZnM1QzBnZ1NPZENrYmhySUI1ZVF4bzVtMF92Z3FsanpCUWF2UHZlYU5JYkRPdzMxUHlKTGpfbW0xUg?oc=5,2026-06-18 00:00:00,private credit,"private credit, private credit fund","Liquidity_Redemption, Credit_Risk","redemption, redemptions, drop",en,US,"Oaktree Private Credit Fund 환매, 핵심 5% 한도 밑으로 하락",Oaktree Private Credit Fund의 환매액이 핵심 5% 한도 밑으로 줄어들었음.,title_only,2026-06-22,"Oaktree Private Credit Fund, 환매, 유동성"
news,google_rss,Bloomberg,Private Credit Industry,Oaktree Private Credit Fund Redemptions Drop Below Key 5% Limit - Bloomberg,Oaktree Private Credit Fund Redemptions Drop Below Key 5% Limit Bloomberg,https://www.bloomberg.com/news/articles/2026-06-17/oaktree-private-credit-fund-redemptions-drop-below-key-5-limit,2026-06-17 20:33:48,private credit,"private credit, private credit fund","Liquidity_Redemption, Credit_Risk","redemption, redemptions, drop",en,US,Oaktree 사모신용펀드 환매액 5% 한도 밑으로 떨어져,Oaktree Strategic Credit Fund의 2분기 환매 요청이 거의 절반 감소하여 5% 한도 아래로 떨어졌음. 이는 1.8조 달러 규모 산업에서 투자자 이탈을 막은 첫 사례임.,body,2026-06-18,"Oaktree, 환매"
news,google_rss,Reuters,Private Credit Industry,Australian regulator tells private credit sector it must refresh asset valuations - Reuters,Australian regulator tells private credit sector it must refresh asset valuations Reuters,https://www.reuters.com/world/asia-pacific/australian-regulator-tells-private-credit-sector-it-must-refresh-asset-2026-06-17/,2026-06-17 14:09:07,private credit,private credit,Valuation_NAV,"valuation, valuations",en,US,"호주 규제 당국, 사모신용 분야에 자산 가치 재평가 지시",호주 규제 당국이 사모신용 분야에 자산 가치 재평가를 지시했음.,title_only,2026-06-18,"호주, 자산 가치"
news,google_rss,Bloomberg,Private Credit Industry,"Australia Probes Private Credit Lenders, Warns on Valuations - Bloomberg","Australia Probes Private Credit Lenders, Warns on Valuations Bloomberg",https://www.bloomberg.com/news/articles/2026-06-17/australia-probes-private-credit-lenders-warns-on-valuations,2026-06-17 14:01:00,private credit,private credit,Valuation_NAV,"valuation, valuations",en,US,"호주, 사모대출 펀드 조사 및 밸류에이션 경고","호주 규제 당국이 사모대출 펀드 조사를 시작했으며, 펀드 운용사들에게 현실적인 가정에 기반한 자산 밸류에이션을 할 것을 경고했음. 규제 당국은 필요한 경우 집행 도구를 사용할 준비가 되어 있다고 밝혔음.",body,2026-06-18,"호주, Australian Securities & Investments Commission"
news,google_rss,Bloomberg,Private Credit Industry,ECB Expands Probe on Private Credit to More Banks as Fears Mount - Bloomberg,ECB Expands Probe on Private Credit to More Banks as Fears Mount Bloomberg,https://www.bloomberg.com/news/articles/2026-06-15/ecb-expands-probe-on-private-credit-to-more-banks-as-fears-mount,2026-06-15 11:38:37,private credit,private credit,Market_Sentiment,fear,en,US,"ECB, 은행권 사모신용 익스포저 조사 확대",ECB가 사모신용 관련 은행권 조사를 확대했음. 20곳 넘는 은행에 익스포저 상세 보고를 요구했음.,body,2026-06-16,"ECB, 은행"
news,google_rss,Reuters,Private Credit Industry,Private credit roundup: Reflecting on funding stress in Berlin - Reuters,Private credit roundup: Reflecting on funding stress in Berlin Reuters,https://www.reuters.com/legal/transactional/private-credit-roundup-reflecting-funding-stress-berlin-2026-06-12/,2026-06-12 18:32:25,private credit,private credit,Credit_Risk,stress,en,US,독일 베를린의 자금 조달 스트레스에 대한 사모 신용 동향 고찰,독일 베를린의 자금 조달 스트레스에 대한 사모 신용 동향을 고찰했음.,title_only,2026-06-13,"사모 신용, 자금 조달, 독일"
news,google_rss,Reuters,"Ares, Private Credit Industry","Insurers need private credit, regulation is welcome, Ares CEO says - Reuters","Insurers need private credit, regulation is welcome, Ares CEO says Reuters",https://www.reuters.com/legal/transactional/insurers-need-private-credit-regulation-is-welcome-ares-ceo-says-2026-06-10/,2026-06-10 18:27:10,private credit,private credit,Captial_Others,Ares,en,US,"Ares CEO, 보험사들이 사모 신용 필요 및 규제 환영한다고 밝힘",Ares CEO는 보험사들이 사모 신용이 필요하며 규제 도입을 환영한다고 말했음. 이는 보험사의 투자 요구를 충족시키기 위한 방안임.,title_only,2026-06-11,"Ares, 규제"
news,google_rss,Reuters,"Ares, Private Credit Industry","Most withdrawals from Ares private credit fund came from outside US, CEO says - Reuters","Most withdrawals from Ares private credit fund came from outside US, CEO says Reuters",https://www.reuters.com/legal/transactional/most-withdrawals-ares-private-credit-fund-came-outside-us-ceo-says-2026-06-10/,2026-06-10 18:00:23,private credit,"private credit, private credit fund","Liquidity_Redemption, Captial_Others","Ares, withdrawal, withdraw",en,US,Ares 사모대출 펀드서의 인출 대부분은 미국 외 지역에서 발생했다고 CEO가 밝힘,Ares 사모대출 펀드에서 발생한 대부분의 인출은 미국 외 지역 투자자들에게서 나왔다고 CEO가 말했음.,title_only,2026-06-11,"Ares, 인출, 펀드"
news,google_rss,Bloomberg.com,Private Credit Industry,Global Firms Rebuff Private Credit Fears at Bloomberg HK Invest - Bloomberg.com,Global Firms Rebuff Private Credit Fears at Bloomberg HK Invest Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-10/global-firms-rebuff-private-credit-fears-at-bloomberg-hk-invest,2026-06-10 07:32:23,private credit,private credit,Market_Sentiment,fear,en,US,"글로벌 기업, 홍콩 투자 콘퍼런스서 사모대출 우려 일축",글로벌 기업들은 홍콩 투자 콘퍼런스에서 사모대출에 대한 우려를 일축했음. 시장은 안정적이라는 점을 강조했음.,title_only,2026-06-11,"투자, 시장"
news,google_rss,WSJ,"Apollo, Private Credit Industry",KKR and Apollo-Owned Life Insurers Are Gorging on Private Credit - WSJ,KKR and Apollo-Owned Life Insurers Are Gorging on Private Credit WSJ,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-06-09-2026/card/kkr-and-apollo-owned-life-insurers-are-gorging-on-private-credit-mpb81gGVkLtstc7RnajC,2026-06-09 17:20:38,private credit,private credit,Captial_Others,Apollo,en,US,"KKR 및 Apollo 소유 생명 보험사, 사모 신용 투자 확대",KKR과 Apollo가 소유한 생명 보험사들이 사모 신용 투자를 늘리고 있음.,title_only,2026-06-10,"KKR, Apollo, 사모 신용"
news,google_rss,Bloomberg,Private Credit Industry,Monroe Capital Enforces 5% Redemption Cap on Private Credit Fund - Bloomberg,Monroe Capital Enforces 5% Redemption Cap on Private Credit Fund Bloomberg,https://www.bloomberg.com/news/articles/2026-06-05/monroe-capital-enforces-5-redemption-cap-on-private-credit-fund,2026-06-05 19:58:38,private credit,"private credit, private credit fund",Liquidity_Redemption,"redemption, cap",en,US,"Monroe Capital, 사모대출 펀드에 5% 환매 제한 적용",Monroe Capital이 사모대출 펀드에 5% 환매 제한을 적용했음. 이는 유동성 문제를 관리하기 위함임.,title_only,2026-06-08,"Monroe Capital, 환매, 유동성"
news,google_rss,Bloomberg.com,Private Credit Industry,Monroe Capital Enforces 5% Redemption Cap on Private Credit Fund - Bloomberg.com,Monroe Capital Enforces 5% Redemption Cap on Private Credit Fund Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-05/monroe-capital-enforces-5-redemption-cap-on-private-credit-fund,2026-06-05 17:06:45,private credit,"private credit, private credit fund",Liquidity_Redemption,"redemption, cap",en,US,"Monroe Capital, 사모신용펀드 환매 제한 5% 적용",Monroe Capital이 사모신용펀드의 환매를 5%로 제한했음.,title_only,2026-06-06,"Monroe Capital, 환매"
news,google_rss,Reuters,"Blackstone, Private Credit Industry",Private credit funds face renewed withdrawals in second quarter - Reuters,Private credit funds face renewed withdrawals in second quarter ReutersBlackstone caps withdrawals from flagship private credit fund Financial TimesBlackstone restricts flagship fund withdrawals as private asset fears reemerge CNBCCliffwater Private Credit Fund Stung by 17% Redemption Requests Bloomberg.comAnother redemption wave is spooking the $2 trillion private-credit market MarketWatchWealthy Investors Are Fleeing Private Credit — and Blackstone Just Had to Put Up a Wall to Stop Them The Motley FoolBlackstone caps withdrawals from $79bn private credit fund The TimesBlackstone private credit fund latest to curb redemptions after surge in Q2 withdrawal requests (BX:NYSE) Seeking AlphaCliffwater Private-Credit Fund's Redemption Requests Rise to 17% WSJ,https://www.reuters.com/legal/transactional/private-credit-funds-face-renewed-withdrawals-second-quarter-2026-06-04/,2026-06-04 17:37:02,private credit fund,"private credit, private credit fund, private credit funds","Market_Sentiment, Captial_Blackstone, Liquidity_Redemption","Blackstone, redemption, redemptions, redemption request, redemption requests, cap, withdrawal, withdraw, fear",en,US,"사모 신용 펀드, 2분기 인출 재개 직면",2분기 사모 신용 펀드에서 인출이 다시 증가했음. Blackstone은 플래그십 펀드의 인출을 제한했음.,rss_summary,2026-06-05,"redemptions, Blackstone"
news,google_rss,Reuters,"Blackstone, Private Credit Industry",Blackstone private credit fund caps withdrawals as redemption requests jump - Reuters,Blackstone private credit fund caps withdrawals as redemption requests jump Reuters,https://www.reuters.com/business/blackstone-caps-withdrawals-flagship-private-credit-fund-2026-06-04/,2026-06-04 17:08:10,private credit,"private credit, private credit fund","Captial_Blackstone, Liquidity_Redemption","Blackstone, redemption, redemption request, redemption requests, cap, withdrawal, withdraw",en,US,블랙스톤 프라이빗 크레딧 펀드의 환매 요청 급증으로 인출 제한,블랙스톤 프라이빗 크레딧 펀드에서 환매 요청이 급증하여 인출이 제한되었음.,title_only,2026-06-05,"Blackstone, 환매, 인출 제한"
news,google_rss,Bloomberg,"Blackstone, Private Credit Industry",Blackstone BCRED Joins Private Credit Funds Limiting Redemptions - Bloomberg,Blackstone BCRED Joins Private Credit Funds Limiting Redemptions Bloomberg,https://www.bloomberg.com/news/articles/2026-06-04/blackstone-bcred-joins-private-credit-funds-limiting-redemptions,2026-06-04 16:26:04,private credit,"private credit, private credit fund, private credit funds","Liquidity_Redemption, Captial_Blackstone","BCRED, Blackstone, redemption, redemptions",en,US,"블랙스톤 BCRED, 환매 제한 사모신용 펀드 대열 합류",블랙스톤의 BCRED 펀드가 다른 사모신용 펀드처럼 환매를 제한하기 시작했음.,title_only,2026-06-08,"Blackstone, BCRED, 환매"
news,google_rss,Bloomberg.com,Private Credit Industry,Private Credit’s Resurgent Redemptions Shatter Short-Lived Calm - Bloomberg.com,Private Credit’s Resurgent Redemptions Shatter Short-Lived Calm Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-04/private-credit-s-resurgent-redemptions-shatter-short-lived-calm,2026-06-04 15:23:30,private credit funds,private credit,Liquidity_Redemption,"redemption, redemptions",en,US,"사모신용의 환매 재개, 짧았던 평온을 산산조각내다",사모신용 펀드의 환매가 다시 급증하며 짧았던 시장의 안정을 깨뜨렸음.,title_only,2026-06-05,"환매, 유동성"
news,google_rss,Bloomberg,Private Credit Industry,Private Credit’s Resurgent Redemptions Shatter Short-Lived Calm - Bloomberg,Private Credit’s Resurgent Redemptions Shatter Short-Lived Calm Bloomberg,https://www.bloomberg.com/news/articles/2026-06-04/private-credit-s-resurgent-redemptions-shatter-short-lived-calm,2026-06-04 15:23:30,private credit,private credit,Liquidity_Redemption,"redemption, redemptions",en,US,"사모신용의 부활한 환매, 짧았던 평온을 산산조각 내다",사모신용 펀드에서 환매가 다시 급증하며 시장의 짧았던 평온을 깨뜨렸음.,title_only,2026-06-08,"환매, 유동성"
news,google_rss,CNBC,"Blackstone, Private Credit Industry",Blackstone's private credit fund sees redemption requests of about 10% in Q2 - CNBC,Blackstone's private credit fund sees redemption requests of about 10% in Q2 CNBC,https://www.cnbc.com/video/2026/06/04/blackstones-private-credit-fund-sees-redemption-requests-of-about-10-percent-in-q2.html,2026-06-04 12:35:34,private credit funds,"private credit, private credit fund","Captial_Blackstone, Liquidity_Redemption","Blackstone, redemption, redemption request, redemption requests",en,US,"Blackstone의 사모신용 펀드, 2분기 약 10% 환매 요청 발생",Blackstone의 사모신용 펀드에서 2분기 중 약 10%의 환매 요청이 있었음. CNBC가 이를 보도했음.,body,2026-06-05,"Blackstone, 환매"
news,google_rss,Bloomberg.com,"Blackstone, Private Credit Industry",Blackstone BCRED Joins Private Credit Funds Limiting Redemptions - Bloomberg.com,Blackstone BCRED Joins Private Credit Funds Limiting Redemptions Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-04/blackstone-bcred-joins-private-credit-funds-limiting-redemptions,2026-06-04 12:20:29,private credit,"private credit, private credit fund, private credit funds","Captial_Blackstone, Liquidity_Redemption","BCRED, Blackstone, redemption, redemptions",en,US,"Blackstone BCRED, 사모신용 펀드 환매 제한 대열에 합류",Blackstone BCRED가 사모신용 펀드들의 환매 제한 대열에 합류했음.,title_only,2026-06-05,"Blackstone, BCRED, 환매 제한"
news,google_rss,Bloomberg,"Ares, Private Credit Industry",Ares’ Jacobson Slams ‘Disconnect’ Over Private Credit Headlines - Bloomberg,Ares’ Jacobson Slams ‘Disconnect’ Over Private Credit Headlines Bloomberg,https://www.bloomberg.com/news/articles/2026-06-04/ares-jacobson-slams-disconnect-over-private-credit-headlines,2026-06-04 10:40:01,private credit,private credit,Captial_Others,Ares,en,US,"아레스의 제이콥슨, 사모 신용 관련 헤드라인에 대한 '괴리' 비판",Ares의 Jacobson은 사모 신용 관련 헤드라인이 현실과 동떨어져 있다고 비판했음.,title_only,2026-06-08,"Ares, Jacobson, 사모 신용"
news,google_rss,Bloomberg.com,"Ares, Private Credit Industry",Ares’ Jacobson Slams ‘Disconnect’ Over Private Credit Headlines - Bloomberg.com,Ares’ Jacobson Slams ‘Disconnect’ Over Private Credit Headlines Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-04/ares-jacobson-slams-disconnect-over-private-credit-headlines,2026-06-04 10:40:01,private credit,private credit,Captial_Others,Ares,en,US,"Ares의 Jacobson, 사모신용 관련 헤드라인과 현실의 괴리를 비판함",Ares의 Jacobson이 사모신용 헤드라인과 시장 현실 간의 괴리를 지적했음. 그는 이러한 과장된 헤드라인에 대해 우려를 표했음.,title_only,2026-06-05,"Ares, 헤드라인"
news,google_rss,WSJ,Private Credit Industry,Another redemption wave is spooking the $2tn private credit market - WSJ,Another redemption wave is spooking the $2tn private credit market WSJ,https://www.wsj.com/articles/another-redemption-wave-is-spooking-the-2tn-private-credit-market-3924b297,2026-06-04 09:47:50,private credit,private credit,Liquidity_Redemption,redemption,en,US,2조 달러 사모신용 시장에 또 환매 파도가 몰아치고 있음,2조 달러 규모의 사모신용 시장에 또 다른 환매 파도가 투자자들을 불안하게 만들고 있음.,title_only,2026-06-05,"환매, 사모신용 시장"
news,google_rss,Bloomberg,"Ares, Private Credit Industry","Watch Ares' Jacobson on Private Credit, Rates & Investors - Bloomberg","Watch Ares' Jacobson on Private Credit, Rates & Investors Bloomberg",https://www.bloomberg.com/news/videos/2026-06-04/ares-jacbobson-on-private-credit-rates-investors-video,2026-06-04 00:00:00,private credit,private credit,Captial_Others,Ares,en,US,"Ares의 Jacobson, 사모신용, 금리, 투자자 관련 인터뷰","Ares의 Jacobson이 사모신용, 금리, 투자자에 대해 언급했음.",title_only,2026-06-08,"Ares, 금리"
news,google_rss,Bloomberg.com,"Ares, Private Credit Industry","Watch Ares' Jacobson on Private Credit, Rates & Investors - Bloomberg.com","Watch Ares' Jacobson on Private Credit, Rates & Investors Bloomberg.com",https://www.bloomberg.com/news/videos/2026-06-04/ares-jacbobson-on-private-credit-rates-investors-video,2026-06-04 00:00:00,private credit,private credit,Captial_Others,Ares,en,US,"Ares의 Jacobson, 사모신용·금리·투자자에 대해 말하다","Ares의 Jacobson이 사모신용, 금리, 투자자에 대해 언급했음. 이 내용은 Bloomberg.com에서 확인 가능했음.",title_only,2026-06-05,"Ares, 금리, 투자자"
news,google_rss,Bloomberg.com,Private Credit Industry,"Fed Eyes Bank Loans, Nonbanks’ Private Credit Defaults - Bloomberg.com","Fed Eyes Bank Loans, Nonbanks’ Private Credit Defaults Bloomberg.com",https://www.bloomberg.com/news/articles/2026-06-03/fed-eyes-bank-loans-nonbanks-private-credit-defaults,2026-06-03 16:56:37,private credit,private credit,Credit_Risk,"default, defaults",en,US,"미 연준, 은행 대출 및 비은행권의 사모신용 디폴트 주시",미 연준은 은행 대출과 비은행 금융회사의 사모신용 부실 위험을 검토하고 있음.,title_only,2026-06-04,"연준, 은행 대출, 디폴트"
news,google_rss,CNBC,Private Credit Industry,Inside Alts: Private credit fears resurface - CNBC,Inside Alts: Private credit fears resurface CNBC,https://www.cnbc.com/video/2026/06/03/inside-alts-private-credit-fears-resurface.html,2026-06-03 16:29:45,private credit,private credit,Market_Sentiment,fear,en,US,사모대출 시장에 대한 불안감 재점화,사모대출 시장에 대한 투자자들의 불안감이 다시 커지고 있음. CNBC의 Leslie Picker가 사모대출 시장에 대해 보도했음.,body,2026-06-04,금융 불안
news,google_rss,Bloomberg.com,Private Credit Industry,Private Credit Stocks Fall After Cliffwater Redemption Requests - Bloomberg.com,Private Credit Stocks Fall After Cliffwater Redemption Requests Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-03/private-credit-stocks-fall-after-cliffwater-redemption-requests,2026-06-03 14:10:25,private credit,private credit,Liquidity_Redemption,"redemption, redemption request, redemption requests",en,US,클리프워터의 환매 요청 이후 사모신용 주식 하락,클리프워터의 환매 요청으로 사모신용 관련 주식 가격이 하락했음.,title_only,2026-06-05,"환매, 주식"
news,google_rss,Bloomberg.com,Private Credit Industry,Private Credit Stocks Fall on Cliffwater Redemption Requests - Bloomberg.com,Private Credit Stocks Fall on Cliffwater Redemption Requests Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-03/private-credit-stocks-fall-after-cliffwater-redemption-requests,2026-06-03 14:10:25,private credit fund,private credit,Liquidity_Redemption,"redemption, redemption request, redemption requests",en,US,Cliffwater 상환 요청으로 사모신용주 하락,Cliffwater의 상환 요청으로 인해 사모신용주가 하락했음.,title_only,2026-06-04,"주가, 상환"
news,google_rss,Reuters,Private Credit Industry,US asset managers fall as investors brace for updates on private credit fund withdrawals - Reuters,US asset managers fall as investors brace for updates on private credit fund withdrawals Reuters,https://www.reuters.com/legal/transactional/us-asset-managers-fall-investors-brace-updates-private-credit-fund-withdrawals-2026-06-03/,2026-06-03 13:19:43,private credit,"private credit, private credit fund",Liquidity_Redemption,"withdrawal, withdraw",en,US,"미국 자산운용사, 투자자들이 사모신용펀드 환매 소식에 대비하며 하락",투자자들이 사모신용펀드 환매 업데이트에 대비함에 따라 미국 자산운용사가 하락했음.,title_only,2026-06-04,"자산운용사, 환매"
news,google_rss,Bloomberg.com,"Blue Owl, Private Credit Industry",Hedge Fund Targets Ferrari Owners in Private Credit Exotics Boom - Bloomberg.com,Hedge Fund Targets Ferrari Owners in Private Credit Exotics Boom Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-03/hedge-fund-targets-ferrari-owners-in-private-credit-exotics-boom,2026-06-03 10:30:02,private credit,private credit,Captial_BlueOwl,OTIC,en,US,"헤지펀드, 페라리 소유주 노린 사모대출 시장 진출",헤지펀드가 페라리 소유주를 대상으로 사모대출 시장의 이색 상품을 공략하고 있음. 이는 신흥 금융 시장의 성장 가능성을 보여줌.,title_only,2026-06-04,"헤지펀드, 페라리"
news,google_rss,Bloomberg.com,"Blackstone, Private Credit Industry",Blackstone Ties Up With Nippon Life on Private Credit Investment - Bloomberg.com,Blackstone Ties Up With Nippon Life on Private Credit Investment Bloomberg.com,https://www.bloomberg.com/news/articles/2026-06-03/blackstone-ties-up-with-nippon-life-on-private-credit-investment,2026-06-03 03:08:00,private credit,private credit,Captial_Blackstone,Blackstone,en,US,"블랙스톤, 일본생명과 사모신용 투자 협력",블랙스톤이 일본생명과 사모신용 투자 협력을 체결했음.,title_only,2026-06-04,"Blackstone, Nippon Life, 투자"
news,google_rss,Bloomberg.com,Private Credit Industry,Watch Private Credit Industry In A Stress Test: Oaktree's Lee - Bloomberg.com,Watch Private Credit Industry In A Stress Test: Oaktree's Lee Bloomberg.com,https://www.bloomberg.com/news/videos/2026-06-03/private-credit-industry-in-a-stress-test-oaktree-s-lee-video,2026-06-03 00:00:00,private credit,private credit,Credit_Risk,stress,en,US,"Oaktree의 Lee, 사모신용 산업 스트레스 테스트 주시해야 한다고 말함",Oaktree의 Howard Lee는 현재 사모신용 산업의 스트레스 테스트가 필요함을 강조했음.,title_only,2026-06-06,"Oaktree, 스트레스 테스트"
news,google_rss,Bloomberg.com,Private Credit Industry,"Watch Private Credit Faces ‘Pipeline of Defaults,’ Holly Kim Says - Bloomberg.com","Watch Private Credit Faces ‘Pipeline of Defaults,’ Holly Kim Says Bloomberg.com",https://www.bloomberg.com/news/videos/2026-06-03/private-credit-faces-pipeline-of-defaults-holly-kim-video,2026-06-03 00:00:00,private credit,private credit,Credit_Risk,"default, defaults",en,US,"홀리 킴, 사모대출 시장에 '채무 불이행 파이프라인' 직면했다고 경고",홀리 킴은 사모대출 시장이 채무 불이행 파이프라인에 직면했다고 경고했음. 이는 투자자들에게 주의를 요하는 신호임.,title_only,2026-06-04,채무 불이행
news,google_rss,Bloomberg.com,"Ares, Private Credit Industry",Watch Private Credit Isn't Broken: Ares CEO Arougheti - Bloomberg.com,Watch Private Credit Isn't Broken: Ares CEO Arougheti Bloomberg.com,https://www.bloomberg.com/news/videos/2026-06-03/ares-ceo-arougheti-says-private-credit-isn-t-broken-video,2026-06-03 00:00:00,private credit,private credit,Captial_Others,Ares,en,US,"Ares CEO 아루게티, 사모신용은 망가지지 않았다고 말함",Ares CEO 아루게티는 사모신용이 망가지지 않았다고 언급했음.,title_only,2026-06-04,Ares
